stationid,Est: Total,MoE: Total,Est: Total: White alone,MoE: Total: White alone,Est: Total: Black or African American alone,MoE: Total: Black or African American alone,Est: Total: American Indian and Alaska Native alone,MoE: Total: American Indian and Alaska Native alone,Est: Total: Asian alone,MoE: Total: Asian alone,Est: Total: Native Hawaiian and Other Pacific Islander alone,MoE: Total: Native Hawaiian and Other Pacific Islander alone,Est: Total: Some other race alone,MoE: Total: Some other race alone,Est: Total: Two or more races,MoE: Total: Two or more races,Est: Total: Two or more races: Two races including Some other race,MoE: Total: Two or more races: Two races including Some other race,"Est: Total: Two or more races: Two races excluding Some other race, and three or more races","MoE: Total: Two or more races: Two races excluding Some other race, and three or more races",NAME,state,county,tract,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!Not Hispanic or Latino,Margin of Error!!Total!!Not Hispanic or Latino,Estimate!!Total!!Not Hispanic or Latino!!White alone,Margin of Error!!Total!!Not Hispanic or Latino!!White alone,Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Not Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone,Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Not Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone,Estimate!!Total!!Not Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races,Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!Hispanic or Latino,Margin of Error!!Total!!Hispanic or Latino,Estimate!!Total!!Hispanic or Latino!!White alone,Margin of Error!!Total!!Hispanic or Latino!!White alone,Estimate!!Total!!Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Hispanic or Latino!!Asian alone,Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Hispanic or Latino!!Some other race alone,Estimate!!Total!!Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Hispanic or Latino!!Two or more races,Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Est: Poverty Status Past 12 Months,Est: Poverty Status Past 12 Months (White),Est: Poverty Status Past 12 Months (Black),Est: Poverty Status Past 12 Months (Native American),Est: Poverty Status Past 12 Months (Asian),Est: Poverty Status Past 12 Months (Native Hawiian/Pacific Islander),Est: Poverty Status Past 12 Months (Other),Est: Poverty Status Past 12 Months (Two or more races),Est: Poverty Status Past 12 Months (Non-Hispanic White),Est: Poverty Status Past 12 Months (Hispanic or Latino)
121.0,26426,2756,13330,2060,6804,1839,59,136,2091,1179,0,99,2900,1569,1242,731,361,404,881,560,"Census Tract 129.02, Kings County, New YorkCensus Tract 129.01, Kings County, New YorkCensus Tract 35, Kings County, New YorkCensus Tract 127, Kings County, New YorkCensus Tract 39, Kings County, New YorkCensus Tract 179, Kings County, New YorkCensus Tract 181, Kings County, New YorkCensus Tract 33, Kings County, New YorkCensus Tract 161, Kings County, New York",324,423,101303,26426,2756,20746,2477,11650,1932,6105,1724,44,133,2064,1176,0,99,59,134,824,549,29,105,795,537,5680,2113,1680,1028,699,633,15,101,27,120,0,99,2841,1562,418,435,332,391,86,161,3509,1401,1135,24,295,0,542,112,959,1139
122.0,15732,1760,8188,1244,3174,935,59,103,1393,796,0,66,2170,1051,748,442,242,284,506,304,"Census Tract 129.02, Kings County, New YorkCensus Tract 129.01, Kings County, New YorkCensus Tract 35, Kings County, New YorkCensus Tract 127, Kings County, New YorkCensus Tract 39, Kings County, New YorkCensus Tract 33, Kings County, New York",216,282,49203,15732,1760,11967,1469,7138,1145,2923,897,44,100,1366,793,0,66,28,76,468,294,12,64,456,292,3765,1357,1050,679,251,247,15,68,27,87,0,66,2142,1049,280,288,230,281,50,93,2199,941,643,24,210,0,277,104,655,648
123.0,19328,1690,13978,1461,1282,657,26,94,2043,775,0,77,1154,647,845,457,87,135,758,439,"Census Tract 43, Kings County, New YorkCensus Tract 11, Kings County, New YorkCensus Tract 5.02, Kings County, New YorkCensus Tract 13, Kings County, New YorkCensus Tract 5.01, Kings County, New YorkCensus Tract 37, Kings County, New YorkCensus Tract 9, Kings County, New York",252,329,12303,19328,1690,17219,1579,13267,1443,1145,618,26,94,1999,762,0,77,64,125,718,432,41,105,677,416,2109,934,711,506,137,203,0,77,44,124,0,77,1090,639,127,170,46,107,81,142,2114,1148,334,17,189,0,389,37,1108,494
124.0,6815,724,3404,580,720,510,9,25,1089,411,0,22,1131,458,462,275,330,231,132,112,"Census Tract 864, Queens County, New YorkCensus Tract 88, Queens County, New York",72,162,95200,6815,724,3607,639,1613,385,692,511,0,22,1053,403,0,22,62,58,187,148,99,101,88,93,3208,735,1791,589,28,43,9,25,36,52,0,22,1069,464,275,229,231,203,44,66,656,332,51,0,179,0,94,0,173,270
125.0,21875,2405,8959,2141,3400,1233,75,132,2010,1124,0,71,6626,2311,805,580,332,341,473,425,"Census Tract 224.03, Bronx County, New YorkCensus Tract 224.04, Bronx County, New YorkCensus Tract 228, Bronx County, New YorkCensus Tract 246, Bronx County, New YorkCensus Tract 248, Bronx County, New YorkCensus Tract 250, Bronx County, New York",216,30,142007,21875,2405,12091,2116,6752,1856,2997,1089,14,82,1965,1115,0,71,16,85,347,353,72,163,275,290,9784,2276,2207,1252,403,390,61,121,45,117,0,71,6610,2310,458,426,260,288,198,246,3535,1296,196,27,171,0,1689,156,747,2426
126.0,11851,1657,5601,1615,1837,865,37,69,864,529,43,104,3242,1376,227,207,135,162,92,121,"Census Tract 248, Bronx County, New YorkCensus Tract 318, Bronx County, New YorkCensus Tract 324, Bronx County, New YorkCensus Tract 326, Bronx County, New York",144,20,121600,11851,1657,7188,1520,4518,1499,1688,837,14,55,819,520,0,44,88,173,61,101,0,44,61,101,4663,1321,1083,532,149,171,23,58,45,90,43,104,3154,1341,166,177,135,162,31,84,1700,605,155,6,94,0,840,0,354,1139
127.0,22710,2714,5034,1311,15236,2619,98,190,850,674,81,227,760,612,651,419,189,214,462,336,"Census Tract 221, Kings County, New YorkCensus Tract 247, Kings County, New YorkCensus Tract 227, Kings County, New YorkCensus Tract 315, Kings County, New YorkCensus Tract 245, Kings County, New YorkCensus Tract 249, Kings County, New York",216,282,150400,22710,2714,20708,2707,4683,1259,14567,2592,98,190,850,674,12,73,39,92,459,324,68,128,391,300,2002,1051,351,301,669,539,0,66,0,66,69,220,721,605,192,210,121,173,71,115,4824,648,3451,32,302,0,227,164,595,417
128.0,14626,1433,8211,1200,2916,820,0,66,1606,668,0,66,1097,663,796,422,166,195,630,360,"Census Tract 35, Kings County, New YorkCensus Tract 41, Kings County, New YorkCensus Tract 39, Kings County, New YorkCensus Tract 31, Kings County, New YorkCensus Tract 33, Kings County, New YorkCensus Tract 37, Kings County, New York",216,282,21600,14626,1433,12545,1428,7478,1114,2829,804,0,66,1588,667,0,66,61,113,589,357,30,84,559,350,2081,905,733,524,87,114,0,66,18,71,0,66,1036,643,207,206,136,180,71,101,1235,615,300,0,138,0,119,63,430,376
129.0,17872,1488,6464,1228,8932,1652,32,80,1090,657,0,49,538,513,816,396,100,114,716,364,"Census Tract 213, Kings County, New YorkCensus Tract 215, Kings County, New YorkCensus Tract 217, Kings County, New YorkCensus Tract 207, Kings County, New York",144,188,85200,17872,1488,15805,1689,5776,1219,8242,1644,32,80,1071,657,0,49,26,59,658,375,58,117,600,330,2067,853,688,416,690,515,0,49,19,68,0,49,512,498,158,146,42,100,116,118,2599,499,1594,32,249,0,119,106,367,322
130.0,27855,3312,1203,1332,24203,3146,43,125,388,488,0,82,1308,1183,710,646,255,329,455,460,"Census Tract 826, Kings County, New YorkCensus Tract 828, Kings County, New YorkCensus Tract 856, Kings County, New YorkCensus Tract 830, Kings County, New YorkCensus Tract 792, Kings County, New YorkCensus Tract 824, Kings County, New YorkCensus Tract 854, Kings County, New York",252,329,581000,27855,3312,25323,3243,803,1021,23379,3038,24,108,379,486,0,82,82,148,656,613,210,283,446,459,2532,1718,400,552,824,820,19,99,9,86,0,82,1226,1178,54,131,45,128,9,85,4797,346,3982,9,23,0,410,27,279,668
131.0,29302,3174,1323,764,25393,2916,0,82,487,378,0,82,1280,1100,819,804,305,329,514,645,"Census Tract 856, Kings County, New YorkCensus Tract 816, Kings County, New YorkCensus Tract 794, Kings County, New YorkCensus Tract 818, Kings County, New YorkCensus Tract 820, Kings County, New YorkCensus Tract 824, Kings County, New YorkCensus Tract 822, Kings County, New York",252,329,575000,29302,3174,26107,3059,745,499,24240,2939,0,82,451,363,0,82,48,109,623,705,122,184,501,644,3195,1520,578,491,1153,881,0,82,36,126,0,82,1232,1093,196,230,183,227,13,86,6197,515,5198,0,64,0,331,89,41,961
132.0,25396,2838,1013,1161,22444,2732,65,117,552,667,0,76,852,763,470,434,207,230,263,285,"Census Tract 826, Kings County, New YorkCensus Tract 828, Kings County, New YorkCensus Tract 788, Kings County, New YorkCensus Tract 830, Kings County, New YorkCensus Tract 790, Kings County, New YorkCensus Tract 832, Kings County, New York",216,282,489400,25396,2838,23629,2873,663,829,21900,2630,46,100,543,665,0,76,54,126,423,412,169,214,254,278,1767,1215,350,498,544,601,19,93,9,80,0,76,798,762,47,103,38,91,9,75,3649,175,3028,30,23,0,319,74,133,566
133.0,21142,2460,2438,839,15609,2103,42,99,1210,791,5,64,1345,901,493,476,148,190,345,380,"Census Tract 784, Kings County, New YorkCensus Tract 788, Kings County, New YorkCensus Tract 774, Kings County, New YorkCensus Tract 786, Kings County, New YorkCensus Tract 772, Kings County, New YorkCensus Tract 776, Kings County, New York",216,282,468000,21142,2460,19147,2452,2132,789,15185,2119,21,78,1210,791,5,64,119,169,475,477,142,188,333,379,1995,1084,306,304,424,337,21,87,0,66,0,66,1226,902,18,76,6,65,12,73,3342,467,2127,21,420,0,196,111,427,227
134.0,30617,3517,7343,2386,20798,3479,0,87,570,542,44,140,1374,1179,488,475,154,258,334,363,"Census Tract 804, Kings County, New YorkCensus Tract 319, Kings County, New YorkCensus Tract 321, Kings County, New YorkCensus Tract 323, Kings County, New YorkCensus Tract 800, Kings County, New YorkCensus Tract 329, Kings County, New YorkCensus Tract 806, Kings County, New York",252,329,370200,30617,3517,27656,3426,6343,2169,19851,3370,0,87,570,542,44,140,453,632,395,392,77,169,318,359,2961,1316,1000,938,947,798,0,87,0,87,0,87,921,771,93,210,77,194,16,102,7151,1918,4513,0,386,0,291,43,1664,640
135.0,29218,3276,3047,1274,22668,3153,77,157,265,326,0,92,2465,1646,696,609,117,209,579,531,"Census Tract 357, Kings County, New YorkCensus Tract 355, Kings County, New YorkCensus Tract 349, Kings County, New YorkCensus Tract 351, Kings County, New YorkCensus Tract 347, Kings County, New YorkCensus Tract 345, Kings County, New YorkCensus Tract 353, Kings County, New York",252,329,245700,29218,3276,25469,3258,2807,1246,21539,3098,24,102,265,326,0,92,192,322,642,585,73,181,569,530,3749,1763,240,268,1129,849,53,152,0,92,0,92,2273,1579,54,126,44,120,10,92,9198,1146,6434,65,112,0,1019,422,979,1517
136.0,33565,3884,11687,2761,17678,2855,61,178,634,601,0,98,2589,2091,916,1004,188,310,728,846,"Census Tract 333, Kings County, New YorkCensus Tract 335, Kings County, New YorkCensus Tract 331, Kings County, New YorkCensus Tract 341, Kings County, New YorkCensus Tract 337, Kings County, New YorkCensus Tract 343, Kings County, New YorkCensus Tract 339, Kings County, New YorkCensus Tract 353, Kings County, New York",288,376,271200,33565,3884,29414,3630,11181,2713,16768,2739,61,178,634,601,0,98,119,242,651,681,107,218,544,617,4151,2433,506,613,910,889,0,98,0,98,0,98,2470,2024,265,445,81,194,184,351,7021,1734,4088,0,192,0,791,216,1527,1445
137.0,15789,1627,13406,1597,572,605,49,121,949,513,5,73,454,367,354,317,96,158,258,250,"Census Tract 499, Kings County, New YorkCensus Tract 561, Kings County, New YorkCensus Tract 517, Kings County, New YorkCensus Tract 571, Kings County, New YorkCensus Tract 573, Kings County, New YorkCensus Tract 569, Kings County, New YorkCensus Tract 515, Kings County, New York",252,329,380500,15789,1627,14358,1596,12591,1573,478,493,39,120,937,509,5,73,45,118,263,242,26,85,237,230,1431,847,815,550,94,215,10,80,12,85,0,77,409,345,91,147,70,143,21,92,1657,1422,11,0,154,0,38,32,1319,141
138.0,18066,2092,14368,1984,418,436,142,213,1147,715,0,66,1039,700,952,769,350,442,602,455,"Census Tract 561, Kings County, New YorkCensus Tract 575, Kings County, New YorkCensus Tract 563, Kings County, New YorkCensus Tract 573, Kings County, New YorkCensus Tract 579, Kings County, New YorkCensus Tract 565, Kings County, New York",216,282,341600,18066,2092,15664,1954,13286,1963,409,430,39,109,1147,715,0,66,149,234,634,450,53,96,581,435,2402,1050,1082,580,9,70,103,172,0,66,0,66,890,631,318,432,297,428,21,81,2809,2137,65,31,283,0,246,47,1857,557
139.0,30938,3306,24405,3417,1526,1100,171,285,824,488,0,81,3446,1823,566,410,26,73,540,407,"Census Tract 525, Kings County, New YorkCensus Tract 529, Kings County, New YorkCensus Tract 523, Kings County, New YorkCensus Tract 527, Kings County, New YorkCensus Tract 535, Kings County, New YorkCensus Tract 533, Kings County, New York",216,282,317200,30938,3306,21553,2891,19538,2822,776,759,51,137,824,488,0,81,148,233,216,222,9,79,207,224,9385,1904,4867,1588,750,560,120,255,0,81,0,81,3298,1811,350,341,17,75,333,336,13817,11556,615,129,130,0,1232,155,9662,3692
140.0,33302,3475,25686,3668,1833,1090,38,107,1364,714,5,83,3657,1838,719,602,71,112,648,574,"Census Tract 511, Kings County, New YorkCensus Tract 509, Kings County, New YorkCensus Tract 525, Kings County, New YorkCensus Tract 529, Kings County, New YorkCensus Tract 527, Kings County, New YorkCensus Tract 513, Kings County, New YorkCensus Tract 533, Kings County, New York",252,329,364700,33302,3475,23865,2987,21160,3057,925,684,0,87,1347,713,5,83,104,186,324,389,9,85,315,391,9437,1814,4526,1599,908,677,38,107,17,104,0,87,3553,1829,395,380,62,114,333,342,14249,11506,640,0,302,0,1606,195,9585,4025
141.0,17511,1553,2079,751,9128,1370,214,277,105,152,0,43,5200,1269,785,617,183,238,602,523,"Census Tract 23, Bronx County, New YorkCensus Tract 51, Bronx County, New YorkCensus Tract 210, New York County, New York",108,71,28400,17511,1553,8651,1294,349,173,7824,1230,165,258,105,152,0,43,0,43,208,195,0,43,208,195,8860,1399,1730,716,1304,639,49,74,0,43,0,43,5200,1269,577,589,183,238,394,493,7807,1089,3549,188,0,0,2705,276,204,4560
142.0,5183,818,4248,766,85,114,38,104,572,332,14,88,173,203,53,101,0,77,53,101,"Census Tract 94, New York County, New YorkCensus Tract 100, New York County, New YorkCensus Tract 102, New York County, New YorkCensus Tract 104, New York County, New YorkCensus Tract 112.01, New York County, New YorkCensus Tract 112.02, New York County, New YorkCensus Tract 112.03, New York County, New York",252,427,73606,5183,818,4768,849,4019,787,77,109,38,104,572,332,0,77,24,92,38,104,0,77,38,104,415,306,229,205,8,61,0,77,0,77,14,88,149,198,15,77,0,77,15,77,441,301,38,7,93,0,2,0,279,26
143.0,31455,3484,25445,3481,546,445,31,120,4618,1677,6,90,355,441,454,430,0,92,454,430,"Census Tract 86.03, New York County, New YorkCensus Tract 90, New York County, New YorkCensus Tract 98, New York County, New YorkCensus Tract 100, New York County, New YorkCensus Tract 102, New York County, New YorkCensus Tract 108, New York County, New YorkCensus Tract 112.03, New York County, New York",252,427,69606,31455,3484,29263,3593,23614,3519,499,458,31,120,4618,1677,6,90,110,244,385,403,0,92,385,403,2192,1214,1831,1193,47,107,0,92,0,92,0,92,245,309,69,151,0,92,69,151,1807,1100,169,0,442,6,29,61,981,164
144.0,23056,2555,16303,2410,832,595,8,86,4872,1525,0,82,258,308,783,511,39,97,744,500,"Census Tract 56, New York County, New YorkCensus Tract 58, New York County, New YorkCensus Tract 74, New York County, New YorkCensus Tract 76, New York County, New YorkCensus Tract 91, New York County, New YorkCensus Tract 95, New York County, New YorkCensus Tract 101, New York County, New York",252,427,55100,23056,2555,21702,2561,15335,2374,758,548,8,86,4795,1544,0,82,95,185,711,486,31,103,680,474,1354,698,968,548,74,143,0,82,77,184,0,82,163,250,72,136,8,76,64,139,2829,1586,404,0,674,0,15,150,1407,254
145.0,12588,1533,8375,1379,446,323,35,116,3185,976,0,77,93,141,454,333,33,91,421,322,"Census Tract 74, New York County, New YorkCensus Tract 76, New York County, New YorkCensus Tract 84, New York County, New YorkCensus Tract 95, New York County, New YorkCensus Tract 101, New York County, New YorkCensus Tract 109, New York County, New YorkCensus Tract 113, New York County, New York",252,427,65200,12588,1533,11843,1534,7777,1353,402,317,8,81,3185,976,0,77,42,108,429,325,31,98,398,313,745,409,598,360,44,101,27,112,0,77,0,77,51,129,25,87,2,70,23,94,1593,785,126,0,653,0,1,28,722,70
146.0,44011,3398,33944,3356,1962,1356,24,89,6049,1880,0,82,1007,893,1025,746,19,88,1006,736,"Census Tract 40, New York County, New YorkCensus Tract 44, New York County, New YorkCensus Tract 48, New York County, New YorkCensus Tract 60, New York County, New YorkCensus Tract 34, New York County, New York",180,305,22600,44011,3398,40120,3337,31037,3271,1885,1345,24,89,6049,1880,0,82,223,351,902,710,0,82,902,710,3891,1473,2907,1336,77,136,0,82,0,82,0,82,784,744,123,202,19,88,104,196,5777,3725,357,0,1377,0,129,189,3142,737
147.0,6066,794,3235,670,634,254,46,109,1830,586,0,66,95,115,226,218,9,71,217,207,"Census Tract 84, New York County, New YorkCensus Tract 96, New York County, New YorkCensus Tract 109, New York County, New YorkCensus Tract 113, New York County, New YorkCensus Tract 119, New York County, New YorkCensus Tract 125, New York County, New York",216,366,64600,6066,794,5474,832,2903,638,524,260,19,74,1830,586,0,66,0,66,198,202,0,66,198,202,592,299,332,235,110,106,27,101,0,66,0,66,95,115,28,87,9,71,19,72,1195,499,339,12,266,0,56,23,376,244
148.0,20855,2104,14567,2200,1336,879,109,195,1141,577,0,60,2970,1447,732,579,11,51,721,580,"Census Tract 501, Kings County, New YorkCensus Tract 503, Kings County, New YorkCensus Tract 519, Kings County, New YorkCensus Tract 527, Kings County, New YorkCensus Tract 513, Kings County, New York",180,235,256300,20855,2104,12937,1658,10634,1714,580,515,0,60,1124,576,0,60,215,260,384,409,0,60,384,409,7918,1563,3933,1396,756,544,109,195,17,77,0,60,2755,1421,348,325,11,51,337,322,4137,2474,383,0,183,0,962,135,817,3046
149.0,22946,2163,14037,2124,2517,945,151,210,1431,674,0,71,3687,1565,1123,788,361,381,762,661,"Census Tract 485, Kings County, New YorkCensus Tract 495, Kings County, New YorkCensus Tract 503, Kings County, New YorkCensus Tract 481, Kings County, New YorkCensus Tract 505, Kings County, New YorkCensus Tract 493, Kings County, New York",216,282,296200,22946,2163,12449,1836,9043,1520,1339,579,45,129,1413,671,0,71,138,182,471,456,152,248,319,324,10497,2165,4994,1816,1178,786,106,174,18,83,0,71,3549,1537,652,641,209,216,443,554,5162,2313,1104,31,345,0,1059,310,1289,2675
150.0,17723,1608,14125,1797,523,466,108,204,1483,755,0,66,1025,705,459,317,130,146,329,283,"Census Tract 497, Kings County, New YorkCensus Tract 495, Kings County, New YorkCensus Tract 501, Kings County, New YorkCensus Tract 503, Kings County, New YorkCensus Tract 481, Kings County, New YorkCensus Tract 477, Kings County, New York",216,282,295400,17723,1608,14312,1567,11865,1582,485,450,0,66,1483,755,0,66,187,248,292,248,35,89,257,236,3411,1283,2260,1177,38,97,108,204,0,66,0,66,838,642,167,191,95,126,72,142,2128,1606,36,0,166,0,214,106,1313,564
151.0,18125,1549,13978,1563,704,611,26,100,1925,751,0,71,996,642,496,313,79,122,417,288,"Census Tract 557, Kings County, New YorkCensus Tract 517, Kings County, New YorkCensus Tract 555, Kings County, New YorkCensus Tract 519, Kings County, New YorkCensus Tract 553, Kings County, New YorkCensus Tract 515, Kings County, New York",216,282,321600,18125,1549,15146,1476,12259,1479,469,453,26,100,1913,747,0,71,83,143,396,288,12,79,384,279,2979,1046,1719,773,235,319,0,71,12,79,0,71,913,632,100,140,67,114,33,97,1744,1189,20,0,245,0,236,54,872,568
152.0,24567,2502,10167,2048,4992,1558,378,377,3087,952,16,77,4821,1773,1106,858,426,492,680,604,"Census Tract 485, Kings County, New YorkCensus Tract 489, Kings County, New YorkCensus Tract 505, Kings County, New YorkCensus Tract 491, Kings County, New YorkCensus Tract 493, Kings County, New York",180,235,246300,24567,2502,11725,1987,5082,1087,3092,962,62,138,3069,949,16,77,33,89,371,372,149,237,222,245,12842,2110,5085,1725,1900,1266,316,336,18,77,0,65,4788,1765,735,748,277,328,458,555,6605,2159,1877,68,809,0,1376,316,825,3534
153.0,1655,321,858,157,32,32,0,11,488,131,0,11,212,253,65,34,0,11,65,34,"Census Tract 19, Queens County, New York",36,81,1900,1655,321,1324,209,755,150,32,32,0,11,488,131,0,11,0,11,49,31,0,11,49,31,331,261,103,68,0,11,0,11,0,11,0,11,212,253,16,18,0,11,16,18,126,38,0,0,88,0,0,0,38,0
154.0,12218,1196,8317,986,474,385,0,32,2418,668,0,32,369,242,640,315,30,50,610,305,"Census Tract 1, Queens County, New YorkCensus Tract 7, Queens County, New York",72,162,800,12218,1196,10880,1206,7416,967,404,343,0,32,2391,669,0,32,155,138,514,260,30,50,484,249,1338,448,901,372,70,98,0,32,27,46,0,32,214,197,126,131,0,32,126,131,1084,645,49,0,324,0,12,54,510,165
155.0,7001,837,3029,721,194,197,21,51,2615,640,36,89,967,555,139,144,45,88,94,110,"Census Tract 31, Queens County, New YorkCensus Tract 33, Queens County, New YorkCensus Tract 51, Queens County, New YorkCensus Tract 55, Queens County, New York",144,324,17000,7001,837,4804,719,1865,505,149,174,9,45,2588,635,36,89,58,101,99,114,31,79,68,89,2197,691,1164,510,45,66,12,50,27,51,0,44,909,557,40,71,14,44,26,71,1638,589,59,12,715,0,246,17,257,596
156.0,45334,4758,13127,3382,16446,3525,164,284,1445,1142,37,136,6966,3313,7149,3042,581,666,6568,2962,"Census Tract 225, New York County, New YorkCensus Tract 227, New York County, New YorkCensus Tract 229, New York County, New YorkCensus Tract 231, New York County, New YorkCensus Tract 233, New York County, New YorkCensus Tract 237, New York County, New York",216,366,138200,45334,4758,23009,3477,7118,1984,12941,3017,55,128,1404,1132,0,98,120,203,1371,1062,142,291,1229,969,22325,4225,6009,2838,3505,1953,109,254,41,131,37,136,6846,3293,5778,2774,439,505,5339,2718,11192,2568,4398,11,163,0,1668,2384,1183,6268
157.0,46288,5692,13768,4058,11672,2928,657,896,1074,813,0,88,14170,3781,4947,2539,1663,1292,3284,2015,"Census Tract 237, New York County, New YorkCensus Tract 239, New York County, New YorkCensus Tract 241, New York County, New YorkCensus Tract 243.01, New York County, New YorkCensus Tract 245, New York County, New YorkCensus Tract 247, New York County, New York",216,366,145201,46288,5692,15733,2799,4599,1548,8958,2416,24,99,1074,813,0,88,500,518,578,518,81,171,497,475,30555,5443,9169,3961,2714,1595,633,885,0,88,0,88,13670,3738,4369,2460,1582,1270,2787,1896,11939,3953,2212,474,48,0,3754,1498,952,9185
158.0,60150,5870,43762,5519,6372,2748,740,1101,4819,2109,0,114,2143,1791,2314,1722,294,515,2020,1499,"Census Tract 175, New York County, New YorkCensus Tract 177, New York County, New YorkCensus Tract 179, New York County, New YorkCensus Tract 181, New York County, New YorkCensus Tract 183, New York County, New YorkCensus Tract 185, New York County, New YorkCensus Tract 187, New York County, New York",252,427,126700,60150,5870,49938,5091,38486,4594,5055,2200,66,164,4715,2017,0,114,346,492,1270,1059,21,135,1249,1054,10212,4134,5276,3068,1317,1259,674,1051,104,282,0,114,1797,1527,1044,1138,273,494,771,861,5575,2413,1764,8,613,0,546,231,1751,1903
159.0,52789,4634,31495,4896,9360,2953,135,224,4530,1858,0,98,4968,2185,2301,1507,284,372,2017,1450,"Census Tract 185, New York County, New YorkCensus Tract 187, New York County, New YorkCensus Tract 189, New York County, New YorkCensus Tract 191, New York County, New YorkCensus Tract 193, New York County, New YorkCensus Tract 195, New York County, New York",216,366,114000,52789,4634,38958,4373,26642,4121,6155,1850,39,127,4519,1859,0,98,158,301,1445,1168,9,99,1436,1165,13831,3310,4853,2239,3205,2211,96,200,11,98,0,98,4810,2200,856,718,275,367,581,626,10613,4260,3227,59,697,0,2071,299,2182,6023
160.0,40718,4405,8779,2443,22023,4294,59,129,2020,1171,27,125,6615,2742,1195,865,372,409,823,722,"Census Tract 174.01, New York County, New YorkCensus Tract 174.02, New York County, New YorkCensus Tract 184, New York County, New YorkCensus Tract 186, New York County, New YorkCensus Tract 190, New York County, New YorkCensus Tract 216, New York County, New YorkCensus Tract 218, New York County, New York",252,427,134203,40718,4405,28380,4065,5585,1574,19893,3892,39,123,2020,1171,0,97,192,291,651,604,79,195,572,563,12338,3199,3194,1650,2130,1469,20,103,0,97,27,125,6423,2741,544,532,293,335,251,356,13354,2438,7247,7,420,0,2693,549,1007,5278
