,Est: Total,MoE: Total,Est: Total: White alone,MoE: Total: White alone,Est: Total: Black or African American alone,MoE: Total: Black or African American alone,Est: Total: American Indian and Alaska Native alone,MoE: Total: American Indian and Alaska Native alone,Est: Total: Asian alone,MoE: Total: Asian alone,Est: Total: Native Hawaiian and Other Pacific Islander alone,MoE: Total: Native Hawaiian and Other Pacific Islander alone,Est: Total: Some other race alone,MoE: Total: Some other race alone,Est: Total: Two or more races,MoE: Total: Two or more races,Est: Total: Two or more races: Two races including Some other race,MoE: Total: Two or more races: Two races including Some other race,"Est: Total: Two or more races: Two races excluding Some other race, and three or more races","MoE: Total: Two or more races: Two races excluding Some other race, and three or more races",NAME,state,county,tract,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!Not Hispanic or Latino,Margin of Error!!Total!!Not Hispanic or Latino,Estimate!!Total!!Not Hispanic or Latino!!White alone,Margin of Error!!Total!!Not Hispanic or Latino!!White alone,Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Not Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone,Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Not Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone,Estimate!!Total!!Not Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races,Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!Hispanic or Latino,Margin of Error!!Total!!Hispanic or Latino,Estimate!!Total!!Hispanic or Latino!!White alone,Margin of Error!!Total!!Hispanic or Latino!!White alone,Estimate!!Total!!Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Hispanic or Latino!!Asian alone,Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Hispanic or Latino!!Some other race alone,Estimate!!Total!!Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Hispanic or Latino!!Two or more races,Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Est: Poverty Status Past 12 Months,Est: Poverty Status Past 12 Months (White),Est: Poverty Status Past 12 Months (Black),Est: Poverty Status Past 12 Months (Native American),Est: Poverty Status Past 12 Months (Asian),Est: Poverty Status Past 12 Months (Native Hawiian/Pacific Islander),Est: Poverty Status Past 12 Months (Other),Est: Poverty Status Past 12 Months (Two or more races),Est: Poverty Status Past 12 Months (Non-Hispanic White),Est: Poverty Status Past 12 Months (Hispanic or Latino)
1400000US36047095400,4852,433,65,54,4695,460,0,11,64,84,0,11,18,29,10,14,0,11,10,14,"Census Tract 954, Kings County, New York",36,047,095400,4852,433,4788,449,47,52,4667,467,0,11,64,84,0,11,0,11,10,14,0,11,10,14,64,62,18,21,28,41,0,11,0,11,0,11,18,29,0,11,0,11,0,11,560,17,475,0,50,0,18,0,8,27
1400000US36047000502,2600,278,2124,273,96,57,0,11,254,98,0,11,67,42,59,46,11,19,48,42,"Census Tract 5.02, Kings County, New York",36,047,000502,2600,278,2383,233,1966,241,96,57,0,11,254,98,0,11,8,13,59,46,11,19,48,42,217,185,158,179,0,11,0,11,0,11,0,11,59,43,0,11,0,11,0,11,184,100,32,0,26,0,13,13,100,13
1400000US36047013600,3813,399,2914,335,28,35,22,34,582,145,0,11,223,233,44,33,0,11,44,33,"Census Tract 136, Kings County, New York",36,047,013600,3813,399,3316,349,2678,370,28,35,14,22,582,145,0,11,0,11,14,15,0,11,14,15,497,227,236,116,0,11,8,12,0,11,0,11,223,233,30,28,0,11,30,28,480,313,9,22,111,0,25,0,280,66
1400000US36047057300,2375,283,1882,272,176,173,35,45,138,105,0,11,46,49,98,97,54,85,44,48,"Census Tract 573, Kings County, New York",36,047,057300,2375,283,2219,259,1834,267,176,173,25,44,138,105,0,11,23,40,23,28,0,11,23,28,156,114,48,40,0,11,10,14,0,11,0,11,23,27,75,89,54,85,21,26,428,342,10,0,64,0,0,12,327,15
1400000US36047093000,2581,273,10,14,2411,307,0,11,20,23,0,11,74,111,66,55,0,11,66,55,"Census Tract 930, Kings County, New York",36,047,093000,2581,273,2555,269,3,4,2405,305,0,11,20,23,0,11,74,111,53,49,0,11,53,49,26,34,7,13,6,9,0,11,0,11,0,11,0,11,13,21,0,11,13,21,251,2,244,0,0,0,0,5,2,0
1400000US36047005601,2482,239,2123,289,64,40,0,11,205,131,0,11,81,87,9,14,0,11,9,14,"Census Tract 56.01, Kings County, New York",36,047,005601,2482,239,2249,232,1971,260,64,40,0,11,205,131,0,11,0,11,9,14,0,11,9,14,233,120,152,97,0,11,0,11,0,11,0,11,81,87,0,11,0,11,0,11,328,170,32,0,115,0,11,0,170,11
1400000US36047010000,6312,560,1023,294,43,34,0,16,3726,545,0,16,1468,395,52,37,45,35,7,12,"Census Tract 100, Kings County, New York",36,047,010000,6312,560,4207,511,428,183,23,24,0,16,3726,545,0,16,0,16,30,27,23,24,7,12,2105,413,595,227,20,23,0,16,0,16,0,16,1468,395,22,33,22,33,0,16,2527,141,24,0,1484,0,844,34,9,1007
1400000US36047016300,3223,346,1947,312,720,276,0,11,318,152,0,11,106,78,132,99,0,11,132,99,"Census Tract 163, Kings County, New York",36,047,016300,3223,346,3035,325,1876,292,694,267,0,11,318,152,0,11,15,23,132,99,0,11,132,99,188,120,71,93,26,35,0,11,0,11,0,11,91,75,0,11,0,11,0,11,260,130,66,0,53,0,5,6,130,5
1400000US36047039800,2859,293,1208,191,0,11,23,36,1277,285,0,11,288,218,63,71,41,65,22,25,"Census Tract 398, Kings County, New York",36,047,039800,2859,293,2359,243,1046,181,0,11,0,11,1277,285,0,11,14,21,22,25,0,11,22,25,500,229,162,106,0,11,23,36,0,11,0,11,274,220,41,65,41,65,0,11,496,160,0,23,160,0,153,0,153,183
1400000US36047040600,3335,367,1270,261,26,43,0,11,1685,366,0,11,331,223,23,37,0,11,23,37,"Census Tract 406, Kings County, New York",36,047,040600,3335,367,2827,355,1085,195,0,11,0,11,1685,366,0,11,34,57,23,37,0,11,23,37,508,216,185,169,26,43,0,11,0,11,0,11,297,216,0,11,0,11,0,11,362,161,0,0,49,0,152,0,153,160
1400000US36047058800,3505,461,2478,411,63,52,0,11,679,229,0,11,90,142,195,300,0,11,195,300,"Census Tract 588, Kings County, New York",36,047,058800,3505,461,3185,416,2401,434,63,52,0,11,679,229,0,11,0,11,42,54,0,11,42,54,320,297,77,78,0,11,0,11,0,11,0,11,90,142,153,248,0,11,153,248,681,503,9,0,80,0,61,28,495,97
1400000US36047086000,3691,430,20,32,3349,357,0,11,55,89,0,11,202,261,65,79,1,3,64,79,"Census Tract 860, Kings County, New York",36,047,086000,3691,430,3225,369,0,11,3106,401,0,11,55,89,0,11,0,11,64,79,0,11,64,79,466,344,20,32,243,215,0,11,0,11,0,11,202,261,1,3,1,3,0,11,855,19,680,0,0,0,156,0,0,196
1400000US36047091000,6094,837,410,240,5027,886,33,50,0,16,0,16,477,274,147,129,66,53,81,88,"Census Tract 910, Kings County, New York",36,047,091000,6094,837,4873,842,29,45,4685,851,33,50,0,16,0,16,93,152,33,39,0,16,33,39,1221,478,381,219,342,327,0,16,0,16,0,16,384,193,114,123,66,53,48,81,4073,218,3454,0,0,0,315,86,29,773
1400000US36047011200,6527,718,3530,570,274,330,0,16,1252,284,0,16,1379,538,92,73,71,63,21,28,"Census Tract 112, Kings County, New York",36,047,011200,6527,718,4165,654,2616,550,261,330,0,16,1252,284,0,16,16,18,20,21,14,21,6,9,2362,522,914,331,13,16,0,16,0,16,0,16,1363,542,72,71,57,61,15,27,2195,1262,27,0,520,0,374,12,1105,549
1400000US36047013700,3278,239,2442,246,273,112,0,11,118,83,0,11,191,140,254,96,38,35,216,93,"Census Tract 137, Kings County, New York",36,047,013700,3278,239,2708,216,2133,223,245,103,0,11,118,83,0,11,0,11,212,85,10,15,202,88,570,160,309,136,28,29,0,11,0,11,0,11,191,140,42,39,28,32,14,22,493,353,111,0,0,0,29,0,266,116
1400000US36047119600,4864,520,718,258,2995,528,27,44,782,297,0,11,238,141,104,74,42,33,62,64,"Census Tract 1196, Kings County, New York",36,047,119600,4864,520,3766,529,28,35,2800,518,27,44,782,297,0,11,25,18,104,74,42,33,62,64,1098,288,690,260,195,138,0,11,0,11,0,11,213,145,0,11,0,11,0,11,1171,300,571,27,198,0,36,39,9,356
1400000US36047019100,2902,446,1304,247,838,270,0,11,79,53,0,11,434,407,247,155,0,11,247,155,"Census Tract 191, Kings County, New York",36,047,019100,2902,446,2180,398,1081,243,764,278,0,11,79,53,0,11,9,19,247,155,0,11,247,155,722,424,223,113,74,92,0,11,0,11,0,11,425,406,0,11,0,11,0,11,656,253,112,0,43,0,232,16,239,265
1400000US36047029200,2540,253,1525,247,82,70,0,11,688,225,0,11,207,156,38,33,0,11,38,33,"Census Tract 292, Kings County, New York",36,047,029200,2540,253,2125,235,1317,211,82,70,0,11,688,225,0,11,0,11,38,33,0,11,38,33,415,177,208,113,0,11,0,11,0,11,0,11,207,156,0,11,0,11,0,11,535,265,62,0,183,0,14,11,205,74
1400000US36047027900,3914,539,348,168,3378,588,0,11,2,4,0,11,107,119,79,70,0,11,79,70,"Census Tract 279, Kings County, New York",36,047,027900,3914,539,3366,481,293,137,2972,488,0,11,2,4,0,11,20,22,79,70,0,11,79,70,548,323,55,63,406,344,0,11,0,11,0,11,87,115,0,11,0,11,0,11,546,79,407,0,2,0,22,36,42,101
1400000US36047043600,4823,445,3067,491,3,6,0,11,1475,485,0,11,227,266,51,56,26,49,25,29,"Census Tract 436, Kings County, New York",36,047,043600,4823,445,4531,397,3028,480,3,6,0,11,1475,485,0,11,0,11,25,29,0,11,25,29,292,266,39,36,0,11,0,11,0,11,0,11,227,266,26,49,26,49,0,11,850,372,3,0,466,0,0,9,372,0
1400000US36047075800,1841,154,1572,216,0,11,0,11,74,55,0,11,165,174,30,34,0,11,30,34,"Census Tract 758, Kings County, New York",36,047,075800,1841,154,1673,209,1559,210,0,11,0,11,74,55,0,11,18,29,22,32,0,11,22,32,168,167,13,20,0,11,0,11,0,11,0,11,147,171,8,12,0,11,8,12,128,121,0,0,0,0,7,0,121,7
1400000US36047083200,2341,220,66,89,2121,229,0,11,70,73,0,11,31,47,53,58,49,57,4,8,"Census Tract 832, Kings County, New York",36,047,083200,2341,220,2284,223,66,89,2095,228,0,11,70,73,0,11,0,11,53,58,49,57,4,8,57,49,0,11,26,22,0,11,0,11,0,11,31,47,0,11,0,11,0,11,92,0,92,0,0,0,0,0,0,4
1400000US36047095000,3236,287,101,77,3070,299,0,11,0,11,0,11,35,27,30,25,16,20,14,15,"Census Tract 950, Kings County, New York",36,047,095000,3236,287,3141,302,101,77,3010,313,0,11,0,11,0,11,0,11,30,25,16,20,14,15,95,88,0,11,60,68,0,11,0,11,0,11,35,27,0,11,0,11,0,11,373,4,369,0,0,0,0,0,4,0
1400000US36047111600,3739,586,548,205,2776,591,0,11,0,11,0,11,407,323,8,16,0,11,8,16,"Census Tract 1116, Kings County, New York",36,047,111600,3739,586,2899,585,128,95,2763,592,0,11,0,11,0,11,0,11,8,16,0,11,8,16,840,316,420,229,13,16,0,11,0,11,0,11,407,323,0,11,0,11,0,11,1377,267,1079,0,0,0,23,8,106,184
1400000US36047020500,2747,283,1474,206,757,241,24,35,222,92,0,11,52,40,218,100,26,30,192,95,"Census Tract 205, Kings County, New York",36,047,020500,2747,283,2616,277,1411,199,757,241,24,35,214,91,0,11,43,41,167,88,0,11,167,88,131,70,63,42,0,11,0,11,8,12,0,11,9,13,51,45,26,30,25,36,188,73,55,24,15,0,2,19,73,4
1400000US36047059100,3818,339,3502,323,67,53,0,11,64,57,0,11,31,39,154,107,41,50,113,93,"Census Tract 591, Kings County, New York",36,047,059100,3818,339,3401,338,3204,311,67,53,0,11,64,57,0,11,0,11,66,39,6,9,60,39,417,229,298,204,0,11,0,11,0,11,0,11,31,39,88,99,35,53,53,83,380,374,0,0,0,0,0,6,244,130
1400000US36047117201,2536,242,543,179,548,206,0,11,130,87,41,56,1094,261,180,130,136,128,44,34,"Census Tract 1172.01, Kings County, New York",36,047,117201,2536,242,693,188,62,39,434,178,0,11,130,87,0,11,0,11,67,43,23,35,44,34,1843,274,481,168,114,108,0,11,0,11,41,56,1094,261,113,124,113,124,0,11,627,95,136,0,35,41,320,0,7,449
1400000US36047030900,2134,235,85,69,1752,263,0,11,170,170,0,11,50,57,77,94,20,24,57,92,"Census Tract 309, Kings County, New York",36,047,030900,2134,235,1827,328,45,57,1555,311,0,11,170,170,0,11,0,11,57,92,0,11,57,92,307,173,40,42,197,177,0,11,0,11,0,11,50,57,20,24,20,24,0,11,866,48,699,0,13,0,44,62,11,248
1400000US36047050803,2111,270,495,170,1234,249,0,11,67,66,7,10,282,172,26,28,0,11,26,28,"Census Tract 508.03, Kings County, New York",36,047,050803,2111,270,1727,262,420,149,1207,250,0,11,67,66,7,10,0,11,26,28,0,11,26,28,384,202,75,95,27,31,0,11,0,11,0,11,282,172,0,11,0,11,0,11,317,26,114,0,57,7,113,0,26,113
1400000US36047084800,1609,212,1,2,1562,206,25,33,18,42,0,11,2,3,1,3,1,3,0,11,"Census Tract 848, Kings County, New York",36,047,084800,1609,212,1585,214,1,2,1540,208,25,33,18,42,0,11,0,11,1,3,1,3,0,11,24,21,0,11,22,21,0,11,0,11,0,11,2,3,0,11,0,11,0,11,302,0,282,0,18,0,1,1,0,8
1400000US36047013100,4244,450,2610,387,442,143,0,11,248,131,0,11,781,469,163,130,71,112,92,68,"Census Tract 131, Kings County, New York",36,047,013100,4244,450,3168,397,2427,392,412,135,0,11,248,131,0,11,0,11,81,65,0,11,81,65,1076,474,183,94,30,45,0,11,0,11,0,11,781,469,82,113,71,112,11,19,410,169,52,0,0,0,189,0,159,229
1400000US36047030100,2752,431,113,75,2347,416,0,11,198,206,0,11,71,82,23,35,0,11,23,35,"Census Tract 301, Kings County, New York",36,047,030100,2752,431,2552,439,62,63,2254,420,0,11,198,206,0,11,38,57,0,11,0,11,0,11,200,136,51,49,93,112,0,11,0,11,0,11,33,39,23,35,0,11,23,35,643,73,500,0,0,0,47,23,31,140
1400000US36047046202,2191,307,1868,305,5,7,0,11,14,15,0,11,304,233,0,11,0,11,0,11,"Census Tract 462.02, Kings County, New York",36,047,046202,2191,307,1850,305,1836,305,0,11,0,11,14,15,0,11,0,11,0,11,0,11,0,11,341,236,32,35,5,7,0,11,0,11,0,11,304,233,0,11,0,11,0,11,615,535,5,0,0,0,75,0,535,80
1400000US36047089000,6750,807,516,380,5887,808,0,16,26,43,0,16,281,269,40,57,0,16,40,57,"Census Tract 890, Kings County, New York",36,047,089000,6750,807,5912,795,165,107,5721,816,0,16,26,43,0,16,0,16,0,16,0,16,0,16,838,491,351,359,166,166,0,16,0,16,0,16,281,269,40,57,0,16,40,57,2529,107,2183,0,0,0,199,40,49,395
1400000US36047090000,5358,482,253,163,4440,470,0,16,7,11,0,16,589,174,69,58,33,37,36,44,"Census Tract 900, Kings County, New York",36,047,090000,5358,482,4385,474,42,40,4334,473,0,16,7,11,0,16,2,4,0,16,0,16,0,16,973,210,211,159,106,48,0,16,0,16,0,16,587,173,69,58,33,37,36,44,1984,193,1461,0,7,0,287,36,7,593
1400000US36047113000,4386,680,88,67,3776,677,0,11,0,11,23,38,202,191,297,289,297,289,0,11,"Census Tract 1130, Kings County, New York",36,047,113000,4386,680,3598,639,0,11,3598,639,0,11,0,11,0,11,0,11,0,11,0,11,0,11,788,382,88,67,178,128,0,11,0,11,23,38,202,191,297,289,297,289,0,11,1834,50,1478,0,0,0,157,149,0,429
1400000US36047008600,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,"Census Tract 86, Kings County, New York",36,047,008600,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0
1400000US36047018200,3600,416,1242,251,66,62,0,11,2009,348,0,11,209,217,74,118,0,11,74,118,"Census Tract 182, Kings County, New York",36,047,018200,3600,416,2916,347,841,146,66,62,0,11,2009,348,0,11,0,11,0,11,0,11,0,11,684,321,401,232,0,11,0,11,0,11,0,11,209,217,74,118,0,11,74,118,686,63,0,0,473,0,150,0,63,150
1400000US36047063600,1349,142,1282,152,0,11,15,21,33,29,0,11,9,14,10,15,0,11,10,15,"Census Tract 636, Kings County, New York",36,047,063600,1349,142,1119,145,1077,148,0,11,0,11,33,29,0,11,9,14,0,11,0,11,0,11,230,125,205,127,0,11,15,21,0,11,0,11,0,11,10,15,0,11,10,15,44,40,0,0,4,0,0,0,40,0
1400000US36047068600,1660,210,854,181,552,232,0,11,164,110,0,11,20,15,70,83,0,11,70,83,"Census Tract 686, Kings County, New York",36,047,068600,1660,210,1510,227,740,153,536,236,0,11,164,110,0,11,0,11,70,83,0,11,70,83,150,94,114,88,16,24,0,11,0,11,0,11,20,15,0,11,0,11,0,11,136,104,8,0,18,0,6,0,104,6
1400000US36047096600,2359,261,131,61,1791,321,0,11,64,74,0,11,350,253,23,38,23,38,0,11,"Census Tract 966, Kings County, New York",36,047,096600,2359,261,2024,321,131,61,1733,324,0,11,64,74,0,11,73,73,23,38,23,38,0,11,335,224,0,11,58,64,0,11,0,11,0,11,277,225,0,11,0,11,0,11,254,0,254,0,0,0,0,0,0,37
1400000US36047057000,3321,309,2465,236,98,83,0,11,576,188,0,11,175,174,7,12,0,11,7,12,"Census Tract 570, Kings County, New York",36,047,057000,3321,309,3010,287,2312,226,92,82,0,11,576,188,0,11,23,27,7,12,0,11,7,12,311,183,153,103,6,10,0,11,0,11,0,11,152,168,0,11,0,11,0,11,267,212,22,0,21,0,12,0,193,31
1400000US36047032600,6947,548,2131,548,2407,501,59,73,906,251,0,16,892,435,552,389,200,290,352,321,"Census Tract 326, Kings County, New York",36,047,032600,6947,548,4373,554,1037,286,2311,507,29,48,906,251,0,16,0,16,90,94,0,16,90,94,2574,595,1094,508,96,142,30,50,0,16,0,16,892,435,462,373,200,290,262,297,2825,758,1037,0,220,0,361,449,395,1218
1400000US36047031300,4242,668,251,125,3716,643,0,11,30,33,0,11,209,160,36,38,0,11,36,38,"Census Tract 313, Kings County, New York",36,047,031300,4242,668,3876,631,242,124,3519,645,0,11,30,33,0,11,53,85,32,38,0,11,32,38,366,222,9,12,197,180,0,11,0,11,0,11,156,140,4,9,0,11,4,9,1129,13,993,0,17,0,106,0,10,257
1400000US36047050500,4289,368,1965,329,916,309,77,83,407,76,0,11,749,254,175,92,99,78,76,55,"Census Tract 505, Kings County, New York",36,047,050500,4289,368,2084,378,1250,288,356,193,45,69,407,76,0,11,0,11,26,34,12,18,14,29,2205,305,715,240,560,268,32,47,0,11,0,11,749,254,149,85,87,69,62,49,1319,326,431,31,126,0,333,72,209,819
1400000US36047052700,6705,645,3367,688,911,468,13,20,262,118,0,16,1748,690,404,251,1,2,403,251,"Census Tract 527, Kings County, New York",36,047,052700,6705,645,1976,363,1277,324,244,164,0,16,262,118,0,16,104,115,89,86,0,16,89,86,4729,531,2090,590,667,423,13,20,0,16,0,16,1644,681,315,253,1,2,314,253,2533,1439,329,0,0,0,645,120,137,2396
1400000US36047111800,2986,537,398,236,2566,504,0,11,0,11,0,11,0,11,22,37,22,37,0,11,"Census Tract 1118, Kings County, New York",36,047,111800,2986,537,2583,493,40,31,2543,500,0,11,0,11,0,11,0,11,0,11,0,11,0,11,403,239,358,233,23,37,0,11,0,11,0,11,0,11,22,37,22,37,0,11,1063,177,886,0,0,0,0,0,31,146
1400000US36047034700,3326,457,71,49,2965,478,0,11,9,13,0,11,281,151,0,11,0,11,0,11,"Census Tract 347, Kings County, New York",36,047,034700,3326,457,2830,490,42,43,2779,493,0,11,9,13,0,11,0,11,0,11,0,11,0,11,496,184,29,27,186,128,0,11,0,11,0,11,281,151,0,11,0,11,0,11,1150,50,919,0,0,0,181,0,32,199
1400000US36047040100,3356,437,875,274,1899,458,1,2,64,53,0,11,412,208,105,71,52,43,53,56,"Census Tract 401, Kings County, New York",36,047,040100,3356,437,2285,393,462,145,1714,448,1,2,64,53,0,11,0,11,44,56,0,11,44,56,1071,271,413,221,185,137,0,11,0,11,0,11,412,208,61,44,52,43,9,13,911,267,488,0,0,0,134,22,162,283
1400000US36047065800,1954,212,1658,198,19,20,0,11,268,185,0,11,0,11,9,13,0,11,9,13,"Census Tract 658, Kings County, New York",36,047,065800,1954,212,1920,213,1638,199,5,7,0,11,268,185,0,11,0,11,9,13,0,11,9,13,34,30,20,23,14,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,111,102,0,0,9,0,0,0,96,6
1400000US36047032800,2621,416,404,204,1057,350,69,65,896,183,0,11,164,204,31,32,0,11,31,32,"Census Tract 328, Kings County, New York",36,047,032800,2621,416,2258,431,254,176,1038,341,45,53,896,183,0,11,0,11,25,31,0,11,25,31,363,215,150,89,19,29,24,38,0,11,0,11,164,204,6,11,0,11,6,11,648,79,311,0,233,0,19,6,40,64
1400000US36047045300,2262,371,1059,211,519,293,0,11,104,73,0,11,550,258,30,33,21,28,9,18,"Census Tract 453, Kings County, New York",36,047,045300,2262,371,1107,330,549,122,489,304,0,11,60,38,0,11,0,11,9,18,0,11,9,18,1155,245,510,168,30,36,0,11,44,62,0,11,550,258,21,28,21,28,0,11,946,274,354,0,68,0,233,17,65,494
1400000US36047055300,2899,211,2221,236,3,8,26,40,353,155,0,11,208,153,88,54,22,32,66,44,"Census Tract 553, Kings County, New York",36,047,055300,2899,211,2321,194,1873,247,3,8,26,40,353,155,0,11,0,11,66,44,0,11,66,44,578,168,348,160,0,11,0,11,0,11,0,11,208,153,22,32,22,32,0,11,346,181,2,0,56,0,83,24,88,176
1400000US36047098800,3117,363,290,156,2676,396,0,11,29,36,0,11,105,66,17,20,0,11,17,20,"Census Tract 988, Kings County, New York",36,047,098800,3117,363,2931,367,232,136,2642,392,0,11,29,36,0,11,11,17,17,20,0,11,17,20,186,117,58,68,34,42,0,11,0,11,0,11,94,66,0,11,0,11,0,11,491,65,426,0,0,0,0,0,65,25
1400000US36047011600,4274,609,687,290,82,68,0,11,3253,670,0,11,251,222,1,2,0,11,1,2,"Census Tract 116, Kings County, New York",36,047,011600,4274,609,3854,679,527,298,73,67,0,11,3253,670,0,11,0,11,1,2,0,11,1,2,420,266,160,110,9,14,0,11,0,11,0,11,251,222,0,11,0,11,0,11,1354,290,9,0,1021,0,33,1,269,54
1400000US36047037000,4074,371,2819,341,0,11,49,69,1012,331,0,11,95,114,99,125,78,122,21,22,"Census Tract 370, Kings County, New York",36,047,037000,4074,371,3877,385,2639,361,0,11,49,69,1012,331,0,11,78,111,99,125,78,122,21,22,197,177,180,175,0,11,0,11,0,11,0,11,17,26,0,11,0,11,0,11,514,327,0,32,83,0,63,9,296,31
1400000US36047085400,1941,199,18,28,1760,206,0,11,10,15,0,11,46,46,107,97,19,30,88,90,"Census Tract 854, Kings County, New York",36,047,085400,1941,199,1800,204,0,11,1683,203,0,11,10,15,0,11,0,11,107,97,19,30,88,90,141,86,18,28,77,73,0,11,0,11,0,11,46,46,0,11,0,11,0,11,157,0,142,0,0,0,15,0,0,15
1400000US36047085000,1600,222,14,23,1574,213,0,11,0,11,0,11,0,11,12,17,0,11,12,17,"Census Tract 850, Kings County, New York",36,047,085000,1600,222,1528,219,14,23,1502,210,0,11,0,11,0,11,0,11,12,17,0,11,12,17,72,72,0,11,72,72,0,11,0,11,0,11,0,11,0,11,0,11,0,11,171,0,165,0,0,0,0,6,0,0
1400000US36047102000,2132,263,246,209,1802,263,0,11,67,75,0,11,0,11,17,26,17,26,0,11,"Census Tract 1020, Kings County, New York",36,047,102000,2132,263,2036,273,204,198,1770,266,0,11,62,72,0,11,0,11,0,11,0,11,0,11,96,69,42,67,32,36,0,11,5,7,0,11,0,11,17,26,17,26,0,11,313,130,139,0,44,0,0,0,130,0
1400000US36047107000,1141,246,112,102,808,280,7,11,85,121,0,11,102,137,27,35,0,11,27,35,"Census Tract 1070, Kings County, New York",36,047,107000,1141,246,852,249,7,11,745,276,7,11,85,121,0,11,0,11,8,12,0,11,8,12,289,204,105,102,63,79,0,11,0,11,0,11,102,137,19,32,0,11,19,32,41,0,33,0,0,0,0,8,0,4
1400000US36047015200,2567,272,1742,287,67,32,0,11,657,242,0,11,58,52,43,34,0,11,43,34,"Census Tract 152, Kings County, New York",36,047,015200,2567,272,2310,299,1540,291,60,32,0,11,657,242,0,11,10,14,43,34,0,11,43,34,257,128,202,120,7,13,0,11,0,11,0,11,48,48,0,11,0,11,0,11,246,193,4,0,29,0,15,5,189,19
1400000US36047047800,4320,659,3228,594,11,15,22,24,293,263,0,11,745,424,21,31,21,31,0,11,"Census Tract 478, Kings County, New York",36,047,047800,4320,659,3535,607,3182,602,11,15,0,11,293,263,0,11,49,79,0,11,0,11,0,11,785,432,46,61,0,11,22,24,0,11,0,11,696,419,21,31,21,31,0,11,1528,1353,11,9,25,0,109,21,1333,159
1400000US36047091800,3058,327,356,184,2135,309,11,11,0,11,0,11,504,232,52,46,25,17,27,42,"Census Tract 918, Kings County, New York",36,047,091800,3058,327,1622,247,0,11,1622,247,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1436,346,356,184,513,270,11,11,0,11,0,11,504,232,52,46,25,17,27,42,1184,161,783,6,0,0,191,43,0,675
1400000US36047008200,4148,431,1387,333,169,119,95,105,653,235,0,11,1721,352,123,76,40,50,83,59,"Census Tract 82, Kings County, New York",36,047,008200,4148,431,1152,228,432,149,48,48,0,11,640,234,0,11,9,14,23,28,0,11,23,28,2996,403,955,323,121,94,95,105,13,23,0,11,1712,351,100,71,40,50,60,53,1388,437,28,33,296,0,594,0,63,1020
1400000US36047005202,2436,232,2122,200,85,67,0,11,136,147,0,11,68,69,25,29,13,23,12,19,"Census Tract 52.02, Kings County, New York",36,047,005202,2436,232,2221,231,2007,198,66,64,0,11,136,147,0,11,0,11,12,19,0,11,12,19,215,137,115,110,19,30,0,11,0,11,0,11,68,69,13,23,13,23,0,11,127,113,14,0,0,0,0,0,113,0
